"","Start","ID","Type","Via","Altitude(ft/m)","Position (lat/long)","Distance (leg/total)","Name","URL"
"4061","•","BENOL","FIX","G234 (AWY-LO)","35,000 / 10,668","55.07167 / 51.48333","52  / 3343 nm","","https://flightplandatabase.com/plan/722908"
"4062","•","UWKI","APT","G234 (AWY-LO)","35,000 / 10,668","55.33333 / 50.65000","32  / 3375 nm","","https://flightplandatabase.com/plan/722908"
"4063","•","KZN","VOR","G234 (AWY-LO)","35,000 / 10,668","55.60583 / 49.27250","49  / 3425 nm","KAZAN VOR-DME","https://flightplandatabase.com/plan/722908"
"4064","•","GOLIR","FIX","A300 (AWY-LO)","35,000 / 10,668","55.88333 / 46.48333","95  / 3521 nm","","https://flightplandatabase.com/plan/722908"
"4065","•","OK","NDB","A300 (AWY-LO)","35,000 / 10,668","56.00000 / 45.03139","49  / 3570 nm","LYSKOVO NDB","https://flightplandatabase.com/plan/722908"
"4066","•","RP","NDB","R488 (AWY-LO)","35,000 / 10,668","55.80000 / 43.16472","63  / 3634 nm","SOSNOVSKOYE NDB","https://flightplandatabase.com/plan/722908"
"4067","•","CW","NDB","R480 (AWY-LO)","35,000 / 10,668","55.86778 / 41.78444","46  / 3681 nm","KRASNAYA GORBATKA NDB","https://flightplandatabase.com/plan/722908"
"4068","•","MF","NDB","R489 (AWY-LO)","35,000 / 10,668","56.02611 / 39.63417","72  / 3754 nm","LARIONOVO NDB","https://flightplandatabase.com/plan/722908"
"4069","•","ITINA","FIX","CRDR9 (AWY-LO)","35,000 / 10,668","55.81667 / 38.66667","34  / 3789 nm","","https://flightplandatabase.com/plan/722908"
"4070","•","RW","NDB","CRDR9 (AWY-LO)","35,000 / 10,668","55.71139 / 38.22806","16  / 3805 nm","MARYINO NDB","https://flightplandatabase.com/plan/722908"
"4071","•","VINLI","FIX","6E5 (AWY-LO)","35,000 / 10,668","55.86667 / 37.85000","15  / 3820 nm","","https://flightplandatabase.com/plan/722908"
"4072","•","BP","NDB","6E5 (AWY-LO)","35,000 / 10,668","55.90000 / 37.68333","5  / 3826 nm","CHELOBITYEVO NDB","https://flightplandatabase.com/plan/722908"
"4073","•","AR","NDB","6E2 (AWY-LO)","35,000 / 10,668","55.98333 / 36.79917","30  / 3857 nm","BUZHAROVO NDB","https://flightplandatabase.com/plan/722908"
"4074","•","BG","NDB","CRDR2 (AWY-LO)","35,000 / 10,668","55.83333 / 34.85972","65  / 3922 nm","KARMANOVO NDB","https://flightplandatabase.com/plan/722908"
"4075","•","TU","NDB","R805 (AWY-LO)","35,000 / 10,668","55.85417 / 32.93917","64  / 3987 nm","BELY NDB","https://flightplandatabase.com/plan/722908"
"4076","•","AMDOR","FIX","G3 (AWY-LO)","35,000 / 10,668","56.29972 / 30.99778","70  / 4058 nm","","https://flightplandatabase.com/plan/722908"
"4077","•","ABAGA","FIX","G350 (AWY-LO)","35,000 / 10,668","56.50500 / 28.12833","96  / 4154 nm","","https://flightplandatabase.com/plan/722908"
"4078","•","ARKOL","FIX","M864 (AWY-LO)","35,000 / 10,668","56.54667 / 26.61000","50  / 4204 nm","","https://flightplandatabase.com/plan/722908"
"4079","•","SORES","FIX","UM864 (AWY-HI)","35,000 / 10,668","56.60194 / 24.82472","59  / 4263 nm","","https://flightplandatabase.com/plan/722908"
"4080","•","ATRAK","FIX","M864 (AWY-LO)","35,000 / 10,668","56.59111 / 23.84306","32  / 4296 nm","","https://flightplandatabase.com/plan/722908"
"4081","•","KOROT","FIX","M864 (AWY-LO)","35,000 / 10,668","56.54917 / 22.00000","61  / 4357 nm","","https://flightplandatabase.com/plan/722908"
"4082","•","LIE","VOR","M864 (AWY-LO)","35,000 / 10,668","56.51856 / 21.09197","30  / 4387 nm","","https://flightplandatabase.com/plan/722908"
"4083","•","LASMA","FIX","M864 (AWY-LO)","35,000 / 10,668","56.43528 / 20.21528","29  / 4416 nm","","https://flightplandatabase.com/plan/722908"
"4084","•","ADAXA","FIX","M864 (AWY-LO)","35,000 / 10,668","56.29778 / 18.89833","44  / 4461 nm","","https://flightplandatabase.com/plan/722908"
"4085","•","NINTA","FIX","M864 (AWY-LO)","35,000 / 10,668","56.22889 / 18.28556","20  / 4482 nm","","https://flightplandatabase.com/plan/722908"
"4086","•","KOLJA","FIX","M864 (AWY-LO)","35,000 / 10,668","56.00000 / 16.81467","51  / 4533 nm","","https://flightplandatabase.com/plan/722908"
"4087","•","ELVIX","FIX","M611 (AWY-LO)","35,000 / 10,668","55.41186 / 14.09422","98  / 4632 nm","","https://flightplandatabase.com/plan/722908"
"4088","•","MALIV","FIX","M611 (AWY-LO)","35,000 / 10,668","55.16272 / 13.03686","39  / 4671 nm","","https://flightplandatabase.com/plan/722908"
"4089","•","ODARU","FIX","M611 (AWY-LO)","35,000 / 10,668","55.09583 / 12.76139","10  / 4681 nm","","https://flightplandatabase.com/plan/722908"
"4090","•","CDA","VOR","M611 (AWY-LO)","35,000 / 10,668","55.00150 / 12.37921","14  / 4695 nm","CODAN VOR-DME","https://flightplandatabase.com/plan/722908"
"4091","•","GITER","FIX","UZ700 (AWY-HI)","35,000 / 10,668","54.64444 / 11.00000","52  / 4748 nm","","https://flightplandatabase.com/plan/722908"
"4092","•","MOVAX","FIX","UZ700 (AWY-HI)","35,000 / 10,668","54.08667 / 9.00000","77  / 4825 nm","","https://flightplandatabase.com/plan/722908"
"4093","•","NIKIL","FIX","UZ700 (AWY-HI)","35,000 / 10,668","53.55778 / 7.24889","69  / 4895 nm","","https://flightplandatabase.com/plan/722908"
"4094","•","LEKMO","FIX","UZ700 (AWY-HI)","35,000 / 10,668","53.44167 / 6.90889","14  / 4909 nm","","https://flightplandatabase.com/plan/722908"
"4095","•","BEDUM","FIX","UZ700 (AWY-HI)","35,000 / 10,668","53.34817 / 6.58887","12  / 4922 nm","","https://flightplandatabase.com/plan/722908"
"4096","•","TULIP","FIX","UZ700 (AWY-HI)","35,000 / 10,668","52.36775 / 3.85731","115  / 5037 nm","","https://flightplandatabase.com/plan/722908"
"4097","•","REDFA","FIX","L620 (AWY-LO)","24,800 / 7,559","52.11459 / 2.48795","52  / 5090 nm","","https://flightplandatabase.com/plan/722908"
"4098","•","CLN11","FIX","L620 (AWY-LO)","16,000 / 4,877","51.90546 / 1.42891","41  / 5131 nm","","https://flightplandatabase.com/plan/722908"
"4099","O","EGLL","APT","-","0 / 0","51.47122 / -0.46098","75  / 5206 nm","London Heathrow","https://flightplandatabase.com/plan/722908"
"4100","O","EGLL","APT","-","0 / 0","51.47122 / -0.46098","- / 0 nm","London Heathrow","https://flightplandatabase.com/plan/307534"
"4101","•","ARTOV","FIX","-","25,700 / 7,833","51.90528 / 1.42583","74  / 74 nm","","https://flightplandatabase.com/plan/307534"
"4102","•","REDFA","FIX","UL620 (AWY-HI)","35,000 / 10,668","52.11459 / 2.48795","41  / 116 nm","","https://flightplandatabase.com/plan/307534"
"4103","•","TULIP","FIX","UL620 (AWY-HI)","35,000 / 10,668","52.36775 / 3.85731","52  / 168 nm","","https://flightplandatabase.com/plan/307534"
"4104","•","BEDUM","FIX","UZ700 (AWY-HI)","35,000 / 10,668","53.34817 / 6.58887","115  / 283 nm","","https://flightplandatabase.com/plan/307534"
"4105","•","LEKMO","FIX","UZ700 (AWY-HI)","35,000 / 10,668","53.44167 / 6.90889","12  / 296 nm","","https://flightplandatabase.com/plan/307534"
"4106","•","NIKIL","FIX","UZ700 (AWY-HI)","35,000 / 10,668","53.55778 / 7.24889","14  / 310 nm","","https://flightplandatabase.com/plan/307534"
"4107","•","MOVAX","FIX","UZ700 (AWY-HI)","35,000 / 10,668","54.08667 / 9.00000","69  / 380 nm","","https://flightplandatabase.com/plan/307534"
"4108","•","GITER","FIX","UZ700 (AWY-HI)","35,000 / 10,668","54.64444 / 11.00000","77  / 458 nm","","https://flightplandatabase.com/plan/307534"
"4109","•","CDA","VOR","UZ700 (AWY-HI)","35,000 / 10,668","55.00150 / 12.37921","52  / 510 nm","CODAN VOR-DME","https://flightplandatabase.com/plan/307534"
"4110","•","ODARU","FIX","UM611 (AWY-HI)","35,000 / 10,668","55.09583 / 12.76139","14  / 524 nm","","https://flightplandatabase.com/plan/307534"
"4111","•","MALIV","FIX","UM611 (AWY-HI)","35,000 / 10,668","55.16272 / 13.03686","10  / 534 nm","","https://flightplandatabase.com/plan/307534"
"4112","•","ELVIX","FIX","UM611 (AWY-HI)","35,000 / 10,668","55.41186 / 14.09422","39  / 574 nm","","https://flightplandatabase.com/plan/307534"
"4113","•","KOLJA","FIX","UM611 (AWY-HI)","35,000 / 10,668","56.00000 / 16.81467","98  / 672 nm","","https://flightplandatabase.com/plan/307534"
"4114","•","NINTA","FIX","UM864 (AWY-HI)","35,000 / 10,668","56.22889 / 18.28556","51  / 723 nm","","https://flightplandatabase.com/plan/307534"
"4115","•","ADAXA","FIX","UM864 (AWY-HI)","35,000 / 10,668","56.29778 / 18.89833","20  / 744 nm","","https://flightplandatabase.com/plan/307534"
"4116","•","LASMA","FIX","UM864 (AWY-HI)","35,000 / 10,668","56.43528 / 20.21528","44  / 789 nm","","https://flightplandatabase.com/plan/307534"
"4117","•","LIE","VOR","UM864 (AWY-HI)","35,000 / 10,668","56.51856 / 21.09197","29  / 818 nm","","https://flightplandatabase.com/plan/307534"
"4118","•","ELDAV","FIX","UM864 (AWY-HI)","35,000 / 10,668","56.58611 / 23.54500","81  / 900 nm","","https://flightplandatabase.com/plan/307534"
"4119","•","ATRAK","FIX","UM864 (AWY-HI)","35,000 / 10,668","56.59111 / 23.84306","9  / 909 nm","","https://flightplandatabase.com/plan/307534"
"4120","•","SORES","FIX","UM864 (AWY-HI)","35,000 / 10,668","56.60194 / 24.82472","32  / 942 nm","","https://flightplandatabase.com/plan/307534"
"4121","•","ARKOL","FIX","UM864 (AWY-HI)","35,000 / 10,668","56.54667 / 26.61000","59  / 1001 nm","","https://flightplandatabase.com/plan/307534"
"4122","•","ABAGA","FIX","UM864 (AWY-HI)","35,000 / 10,668","56.50500 / 28.12833","50  / 1051 nm","","https://flightplandatabase.com/plan/307534"
"4123","•","AMDOR","FIX","G350 (AWY-HI)","35,000 / 10,668","56.29972 / 30.99778","96  / 1148 nm","","https://flightplandatabase.com/plan/307534"
"4124","•","TU","NDB","G3 (AWY-HI)","35,000 / 10,668","55.85417 / 32.93917","70  / 1218 nm","BELY NDB","https://flightplandatabase.com/plan/307534"
"4125","•","BG","NDB","R805 (AWY-HI)","35,000 / 10,668","55.83333 / 34.85972","64  / 1283 nm","KARMANOVO NDB","https://flightplandatabase.com/plan/307534"
"4126","•","AR","NDB","CRDR2 (AWY-HI)","35,000 / 10,668","55.98333 / 36.79917","65  / 1349 nm","BUZHAROVO NDB","https://flightplandatabase.com/plan/307534"
"4127","•","BP","NDB","6E2 (AWY-HI)","35,000 / 10,668","55.90000 / 37.68333","30  / 1379 nm","CHELOBITYEVO NDB","https://flightplandatabase.com/plan/307534"
"4128","•","VINLI","FIX","6E5 (AWY-HI)","35,000 / 10,668","55.86667 / 37.85000","5  / 1385 nm","","https://flightplandatabase.com/plan/307534"
"4129","•","RW","NDB","6E5 (AWY-HI)","35,000 / 10,668","55.71139 / 38.22806","15  / 1400 nm","MARYINO NDB","https://flightplandatabase.com/plan/307534"
"4130","•","ITINA","FIX","CRDR9 (AWY-HI)","35,000 / 10,668","55.81667 / 38.66667","16  / 1417 nm","","https://flightplandatabase.com/plan/307534"
"4131","•","MF","NDB","CRDR9 (AWY-HI)","35,000 / 10,668","56.02611 / 39.63417","34  / 1452 nm","LARIONOVO NDB","https://flightplandatabase.com/plan/307534"
"4132","•","CW","NDB","R489 (AWY-HI)","35,000 / 10,668","55.86778 / 41.78444","72  / 1524 nm","KRASNAYA GORBATKA NDB","https://flightplandatabase.com/plan/307534"
"4133","•","RP","NDB","R480 (AWY-HI)","35,000 / 10,668","55.80000 / 43.16472","46  / 1571 nm","SOSNOVSKOYE NDB","https://flightplandatabase.com/plan/307534"
"4134","•","OK","NDB","R488 (AWY-HI)","35,000 / 10,668","56.00000 / 45.03139","63  / 1635 nm","LYSKOVO NDB","https://flightplandatabase.com/plan/307534"
"4135","•","GOLIR","FIX","A300 (AWY-HI)","35,000 / 10,668","55.88333 / 46.48333","49  / 1684 nm","","https://flightplandatabase.com/plan/307534"
"4136","•","KZN","VOR","A300 (AWY-HI)","35,000 / 10,668","55.60583 / 49.27250","95  / 1780 nm","KAZAN VOR-DME","https://flightplandatabase.com/plan/307534"
"4137","•","UWKI","APT","G234 (AWY-HI)","35,000 / 10,668","55.33333 / 50.65000","49  / 1830 nm","","https://flightplandatabase.com/plan/307534"
"4138","•","BENOL","FIX","G234 (AWY-HI)","35,000 / 10,668","55.07167 / 51.48333","32  / 1863 nm","","https://flightplandatabase.com/plan/307534"
"4139","•","UWKB","APT","G234 (AWY-HI)","35,000 / 10,668","54.64000 / 52.80167","52  / 1915 nm","","https://flightplandatabase.com/plan/307534"
"4140","•","UWUK","APT","G234 (AWY-HI)","35,000 / 10,668","54.43333 / 53.38333","23  / 1939 nm","","https://flightplandatabase.com/plan/307534"
"4141","•","LP","NDB","G234 (AWY-HI)","35,000 / 10,668","53.96667 / 54.78333","56  / 1995 nm","SHAFRANOVO NDB","https://flightplandatabase.com/plan/307534"
"4142","•","SINAD","FIX","G234 (AWY-HI)","35,000 / 10,668","53.55861 / 57.75528","108  / 2104 nm","","https://flightplandatabase.com/plan/307534"
"4143","•","MGR","VOR","G234 (AWY-HI)","35,000 / 10,668","53.40417 / 58.75750","36  / 2141 nm","MAGNITOGORSK VOR-DME","https://flightplandatabase.com/plan/307534"
"4144","•","TITUR","FIX","G351 (AWY-HI)","35,000 / 10,668","53.40167 / 61.15667","85  / 2227 nm","","https://flightplandatabase.com/plan/307534"
"4145","•","UAUU","APT","G111 (AWY-HI)","35,000 / 10,668","53.20667 / 63.55083","86  / 2313 nm","KOSTANAY","https://flightplandatabase.com/plan/307534"
"4146","•","DOKUT","FIX","G111 (AWY-HI)","35,000 / 10,668","52.80389 / 65.20833","64  / 2378 nm","","https://flightplandatabase.com/plan/307534"
"4147","•","LATKO","FIX","G111 (AWY-HI)","35,000 / 10,668","52.41889 / 66.74083","60  / 2438 nm","","https://flightplandatabase.com/plan/307534"
"4148","•","ATNON","FIX","G111 (AWY-HI)","35,000 / 10,668","52.19694 / 67.56389","33  / 2471 nm","","https://flightplandatabase.com/plan/307534"
"4149","•","ATBAN","FIX","G111 (AWY-HI)","35,000 / 10,668","51.97333 / 68.36444","32  / 2504 nm","","https://flightplandatabase.com/plan/307534"
"4150","•","OSROL","FIX","A373 (AWY-HI)","35,000 / 10,668","50.80500 / 70.02000","93  / 2597 nm","","https://flightplandatabase.com/plan/307534"
"4151","•","VETUB","FIX","A373 (AWY-HI)","35,000 / 10,668","50.68528 / 70.21389","10  / 2608 nm","","https://flightplandatabase.com/plan/307534"
"4152","•","BASPA","FIX","A373 (AWY-HI)","35,000 / 10,668","50.36222 / 70.66694","25  / 2634 nm","","https://flightplandatabase.com/plan/307534"
"4153","•","GURPI","FIX","A373 (AWY-HI)","35,000 / 10,668","49.93833 / 71.21000","32  / 2667 nm","","https://flightplandatabase.com/plan/307534"
"4154","•","NEDRO","FIX","A373 (AWY-HI)","35,000 / 10,668","49.27361 / 72.08333","52  / 2719 nm","","https://flightplandatabase.com/plan/307534"
"4155","•","LUTEK","FIX","A373 (AWY-HI)","35,000 / 10,668","48.48139 / 73.08306","61  / 2781 nm","","https://flightplandatabase.com/plan/307534"
"4156","•","AGADI","FIX","A373 (AWY-HI)","35,000 / 10,668","48.09972 / 73.56056","29  / 2811 nm","","https://flightplandatabase.com/plan/307534"
"4157","•","BAGIL","FIX","A373 (AWY-HI)","35,000 / 10,668","47.57361 / 74.17889","40  / 2851 nm","","https://flightplandatabase.com/plan/307534"
"4158","•","BLH","VOR","A373 (AWY-HI)","35,000 / 10,668","46.88111 / 74.98139","52  / 2904 nm","BALKHASH VOR-DME","https://flightplandatabase.com/plan/307534"
"4159","•","TEPLA","FIX","A360 (AWY-HI)","35,000 / 10,668","46.33000 / 75.71000","44  / 2949 nm","","https://flightplandatabase.com/plan/307534"
"4160","•","DITUR","FIX","A360 (AWY-HI)","35,000 / 10,668","45.96917 / 76.17556","29  / 2978 nm","","https://flightplandatabase.com/plan/307534"
"4161","•","NOMBA","FIX","A360 (AWY-HI)","35,000 / 10,668","45.62944 / 76.60667","27  / 3005 nm","","https://flightplandatabase.com/plan/307534"
"4162","•","OSNET","FIX","A360 (AWY-HI)","35,000 / 10,668","45.27250 / 77.05139","28  / 3033 nm","","https://flightplandatabase.com/plan/307534"
"4163","•","GUDOL","FIX","A360 (AWY-HI)","35,000 / 10,668","45.13972 / 77.21500","10  / 3044 nm","","https://flightplandatabase.com/plan/307534"
"4164","•","GINDO","FIX","A360 (AWY-HI)","35,000 / 10,668","45.02306 / 77.35750","9  / 3053 nm","","https://flightplandatabase.com/plan/307534"
"4165","•","NALIK","FIX","A360 (AWY-HI)","35,000 / 10,668","44.83917 / 77.58111","14  / 3068 nm","","https://flightplandatabase.com/plan/307534"
"4166","•","IDBAL","FIX","A360 (AWY-HI)","35,000 / 10,668","44.45750 / 78.03917","30  / 3098 nm","","https://flightplandatabase.com/plan/307534"
"4167","•","BASPI","FIX","A360 (AWY-HI)","35,000 / 10,668","43.72000 / 78.90056","57  / 3156 nm","","https://flightplandatabase.com/plan/307534"
"4168","•","ERULA","FIX","A360 (AWY-HI)","35,000 / 10,668","43.23472 / 79.45222","37  / 3194 nm","","https://flightplandatabase.com/plan/307534"
"4169","•","REVKI","FIX","A360 (AWY-HI)","35,000 / 10,668","42.54167 / 80.22000","53  / 3247 nm","","https://flightplandatabase.com/plan/307534"
"4170","•","KCA","VOR","A460 (AWY-HI)","35,000 / 10,668","41.71667 / 83.00000","133  / 3381 nm","KUQA VOR-DME","https://flightplandatabase.com/plan/307534"
"4171","•","4000N08500E","LATLON","-","35,000 / 10,668","40.00000 / 85.00000","137  / 3518 nm","","https://flightplandatabase.com/plan/307534"
"4172","•","3700N09000E","LATLON","-","35,000 / 10,668","37.00000 / 90.00000","296  / 3814 nm","","https://flightplandatabase.com/plan/307534"
"4173","•","3400N09500E","LATLON","-","35,000 / 10,668","34.00000 / 95.00000","303  / 4118 nm","","https://flightplandatabase.com/plan/307534"
"4174","•","3300N09500E","LATLON","-","34,000 / 10,363","33.00000 / 95.00000","60  / 4178 nm","","https://flightplandatabase.com/plan/307534"
"4175","•","RG","NDB","-","35,000 / 10,668","31.15167 / 97.17667","156  / 4334 nm","CHANGDU NDB","https://flightplandatabase.com/plan/307534"
"4176","•","PEXUN","FIX","B213 (AWY-HI)","35,000 / 10,668","30.93167 / 100.00000","145  / 4480 nm","","https://flightplandatabase.com/plan/307534"
"4177","•","3000N10000E","LATLON","-","34,000 / 10,363","30.00000 / 100.00000","55  / 4536 nm","","https://flightplandatabase.com/plan/307534"
"4178","•","SBNB","APT","-","35,000 / 10,668","27.73667 / 102.16333","177  / 4714 nm","","https://flightplandatabase.com/plan/307534"
"4179","•","KMG","VOR","6AW10 (AWY-HI)","35,000 / 10,668","25.01667 / 102.73333","166  / 4880 nm","KUNMING VOR-DME","https://flightplandatabase.com/plan/307534"
"4180","•","LXI","VOR","A599 (AWY-HI)","35,000 / 10,668","24.53833 / 103.74333","62  / 4942 nm","LUXI VOR-DME","https://flightplandatabase.com/plan/307534"
"4181","•","LAOCI","FIX","-","27,000 / 8,230","22.48667 / 103.96528","123  / 5066 nm","","https://flightplandatabase.com/plan/307534"
"4182","•","NOB","VOR","W6 (AWY-HI)","300 / 91","21.21302 / 105.83494","129  / 5195 nm","NOIBAI VOR-DME","https://flightplandatabase.com/plan/307534"
"4183","O","VVNB","APT","-","0 / 0","21.21974 / 105.80377","1  / 5197 nm","Hanoi Noibai Intl","https://flightplandatabase.com/plan/307534"
"4184","O","EGLL","APT","-","0 / 0","51.47122 / -0.46098","- / 0 nm","London Heathrow","https://flightplandatabase.com/plan/304504"
"4185","•","ARTOV","FIX","-","25,700 / 7,833","51.90528 / 1.42583","74  / 74 nm","","https://flightplandatabase.com/plan/304504"
"4186","•","REDFA","FIX","UL620 (AWY-HI)","35,000 / 10,668","52.11459 / 2.48795","41  / 116 nm","","https://flightplandatabase.com/plan/304504"
"4187","•","TULIP","FIX","UL620 (AWY-HI)","35,000 / 10,668","52.36775 / 3.85731","52  / 168 nm","","https://flightplandatabase.com/plan/304504"
"4188","•","BEDUM","FIX","UZ700 (AWY-HI)","35,000 / 10,668","53.34817 / 6.58887","115  / 283 nm","","https://flightplandatabase.com/plan/304504"
"4189","•","LEKMO","FIX","UZ700 (AWY-HI)","35,000 / 10,668","53.44167 / 6.90889","12  / 296 nm","","https://flightplandatabase.com/plan/304504"
"4190","•","NIKIL","FIX","UZ700 (AWY-HI)","35,000 / 10,668","53.55778 / 7.24889","14  / 310 nm","","https://flightplandatabase.com/plan/304504"
"4191","•","MOVAX","FIX","UZ700 (AWY-HI)","35,000 / 10,668","54.08667 / 9.00000","69  / 380 nm","","https://flightplandatabase.com/plan/304504"
